Start Date,Start Time,Date,Time,Miles,Purpose,Income source,From,To,Notes,Original_File
10/25/24,9:35:42 AM,10/25/24,11:06:26 AM,50.35,p,,Unknown,"12608 132nd Ave Ct E, Puyallup, WA 98374, USA",2021 Tesla Model 3,business_personal_trip_log_10_25_2024_13_00am_PDT-10_26_2024_12_00am_PDT.csv
10/25/24,12:29:06 PM,10/25/24,1:41:25 PM,7.66,p,,"12612 132nd Avct E, Puyallup, WA 98374, USA","12608 132nd Ave Ct E, Puyallup, WA 98374, USA",2021 Tesla Model 3,business_personal_trip_log_10_25_2024_13_00am_PDT-10_26_2024_12_00am_PDT.csv
10/25/24,5:07:40 PM,10/25/24,5:09:31 PM,0.02,p,,"12605 132nd Ave Ct E, Puyallup, WA 98374, USA","12608 132nd Ave Ct E, Puyallup, WA 98374, USA",2021 Tesla Model 3,business_personal_trip_log_10_25_2024_13_00am_PDT-10_26_2024_12_00am_PDT.csv
10/25/24,7:11:13 PM,10/25/24,8:45:30 PM,51.5,p,,"12609 132nd Ave Ct E, Puyallup, WA 98374, USA","20019 6 W, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_10_25_2024_13_00am_PDT-10_26_2024_12_00am_PDT.csv
10/26/24,10:02:33 AM,10/26/24,10:06:12 AM,0.9,p,,"608 200th Pl SW, Lynnwood, WA 98036, USA","20019 6th Pl W, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_10_26_2024_13_00am_PDT-10_27_2024_12_00am_PDT.csv
10/26/24,10:07:41 AM,10/26/24,10:15:06 AM,2.12,p,,"608 200th Pl SW, Lynnwood, WA 98036, USA","16412 9th Ave SE, Mill Creek, WA 98012, USA",2021 Tesla Model 3,business_personal_trip_log_10_26_2024_13_00am_PDT-10_27_2024_12_00am_PDT.csv
10/26/24,10:15:36 AM,10/26/24,10:17:53 AM,0.64,p,,"1012 164th St SE, Mill Creek, WA 98012, USA","15310 Bothell Everett Hwy, Bothell, WA 98012, USA",2021 Tesla Model 3,business_personal_trip_log_10_26_2024_13_00am_PDT-10_27_2024_12_00am_PDT.csv
10/26/24,10:18:23 AM,10/26/24,10:20:03 AM,0.12,p,,"15121 Main St, Mill Creek, WA 98012, USA","14825 10th Ave SE, Mill Creek, WA 98012, USA",2021 Tesla Model 3,business_personal_trip_log_10_26_2024_13_00am_PDT-10_27_2024_12_00am_PDT.csv
10/26/24,1:36:24 PM,10/26/24,1:37:03 PM,0.1,p,,"1006 149th St SE, Mill Creek, WA 98012, USA","14905 Bothell Everett Hwy, Mill Creek, WA 98012, USA",2021 Tesla Model 3,business_personal_trip_log_10_26_2024_13_00am_PDT-10_27_2024_12_00am_PDT.csv
10/26/24,2:13:30 PM,10/26/24,3:21:39 PM,4.52,p,,"14916 12th Dr SE, Mill Creek, WA 98012, USA","20019 6 W, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_10_26_2024_13_00am_PDT-10_27_2024_12_00am_PDT.csv
10/26/24,3:33:54 PM,10/26/24,3:45:18 PM,4.29,p,,"20019 6 W, Lynnwood, WA 98036, USA","14821 10th Ave SE, Mill Creek, WA 98012, USA",2021 Tesla Model 3,business_personal_trip_log_10_26_2024_13_00am_PDT-10_27_2024_12_00am_PDT.csv
10/26/24,8:23:01 PM,10/26/24,9:19:07 PM,8.36,p,,"15121 Main St, Mill Creek, WA 98012, USA","14821 10th Ave SE, Mill Creek, WA 98012, USA",2021 Tesla Model 3,business_personal_trip_log_10_26_2024_13_00am_PDT-10_27_2024_12_00am_PDT.csv
10/26/24,9:19:53 PM,10/26/24,9:33:02 PM,4.21,p,,"14821 10th Ave SE, Mill Creek, WA 98012, USA","20019 6 W, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_10_26_2024_13_00am_PDT-10_27_2024_12_00am_PDT.csv
10/27/24,10:04:15 AM,10/27/24,10:56:18 AM,3.63,p,,"20019 6 W, Lynnwood, WA 98036, USA","16314 Bothell Everett Hwy, Mill Creek, WA 98012, USA",2021 Tesla Model 3,business_personal_trip_log_10_27_2024_13_00am_PDT-10_28_2024_12_00am_PDT.csv
10/27/24,11:28:06 AM,10/27/24,12:01:51 PM,1.03,p,,"16310 Bothell Everett Hwy, Mill Creek, WA 98012, USA","14825 10th Ave SE, Mill Creek, WA 98012, USA",2021 Tesla Model 3,business_personal_trip_log_10_27_2024_13_00am_PDT-10_28_2024_12_00am_PDT.csv
10/27/24,3:19:44 PM,10/27/24,4:00:40 PM,4.13,p,,"15115 Main St, Mill Creek, WA 98012, USA","20019 6 W, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_10_27_2024_13_00am_PDT-10_28_2024_12_00am_PDT.csv
10/27/24,6:46:26 PM,10/27/24,7:44:13 PM,5.66,p,,"608 200th Pl SW, Lynnwood, WA 98036, USA","20019 6 W, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_10_27_2024_13_00am_PDT-10_28_2024_12_00am_PDT.csv
10/28/24,11:07:24 AM,10/28/24,11:32:27 AM,4.4,p,,"20019 6 W, Lynnwood, WA 98036, USA","14811 10th Ave SE, Mill Creek, WA 98012, USA",2021 Tesla Model 3,business_personal_trip_log_10_28_2024_13_00am_PDT-10_29_2024_12_00am_PDT.csv
10/28/24,11:35:25 AM,10/28/24,11:36:09 AM,0.04,p,,"14813 10th Ave SE, Mill Creek, WA 98012, USA","14905 Bothell Everett Hwy, Mill Creek, WA 98012, USA",2021 Tesla Model 3,business_personal_trip_log_10_28_2024_13_00am_PDT-10_29_2024_12_00am_PDT.csv
10/28/24,11:37:43 AM,10/28/24,1:39:50 PM,45.97,p,,"14905 Bothell Everett Hwy, Mill Creek, WA 98012, USA","14823 10th Ave SE, Mill Creek, WA 98012, USA",2021 Tesla Model 3,business_personal_trip_log_10_28_2024_13_00am_PDT-10_29_2024_12_00am_PDT.csv
10/28/24,2:48:06 PM,10/28/24,3:21:46 PM,2.86,p,,"14821 10th Ave SE, Mill Creek, WA 98012, USA","14813 10th Ave SE, Mill Creek, WA 98012, USA",2021 Tesla Model 3,business_personal_trip_log_10_28_2024_13_00am_PDT-10_29_2024_12_00am_PDT.csv
10/28/24,5:09:01 PM,10/28/24,5:58:22 PM,4.24,p,,"14815 10th Ave SE, Mill Creek, WA 98012, USA","13710 59th Ave SE, Everett, WA 98208, USA",2021 Tesla Model 3,business_personal_trip_log_10_28_2024_13_00am_PDT-10_29_2024_12_00am_PDT.csv
10/28/24,8:59:57 PM,10/28/24,9:18:06 PM,7.36,p,,"13828 59th Ave SE, Everett, WA 98208, USA","624 200th Pl SW, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_10_28_2024_13_00am_PDT-10_29_2024_12_00am_PDT.csv
10/29/24,8:12:37 AM,10/29/24,8:52:54 AM,15.37,p,,"20012 6 W, Lynnwood, WA 98036, USA","14905 Bothell Everett Hwy, Mill Creek, WA 98012, USA",2021 Tesla Model 3,business_personal_trip_log_10_29_2024_13_00am_PDT-10_30_2024_12_00am_PDT.csv
10/29/24,8:56:39 AM,10/29/24,9:40:14 AM,4.22,p,,"14905 Bothell Everett Hwy, Mill Creek, WA 98012, USA","20019 6 W, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_10_29_2024_13_00am_PDT-10_30_2024_12_00am_PDT.csv
10/29/24,11:15:28 AM,10/29/24,12:29:47 PM,28.41,p,,"20019 6 W, Lynnwood, WA 98036, USA","4050 Maple Valley Hwy, Renton, WA 98058, USA",2021 Tesla Model 3,business_personal_trip_log_10_29_2024_13_00am_PDT-10_30_2024_12_00am_PDT.csv
10/29/24,4:49:58 PM,10/29/24,5:38:32 PM,7.53,p,,"4050 Maple Valley Hwy, Renton, WA 98058, USA","17555 Southcenter Pkwy, Tukwila, WA 98188, USA",2021 Tesla Model 3,business_personal_trip_log_10_29_2024_13_00am_PDT-10_30_2024_12_00am_PDT.csv
10/29/24,5:46:19 PM,10/29/24,5:49:10 PM,0.92,p,,"17555 Southcenter Pkwy, Tukwila, WA 98188, USA","I-5, Seattle, WA 98188, USA",2021 Tesla Model 3,business_personal_trip_log_10_29_2024_13_00am_PDT-10_30_2024_12_00am_PDT.csv
10/29/24,5:50:09 PM,10/29/24,6:40:27 PM,29.75,p,,"I-5, Seattle, WA 98188, USA","20019 6 W, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_10_29_2024_13_00am_PDT-10_30_2024_12_00am_PDT.csv
10/30/24,11:01:06 AM,10/30/24,12:13:28 PM,24.29,b,,"608 200th Pl SW, Lynnwood, WA 98036, USA","18133 33 W, Lynnwood, WA 98037, USA",2021 Tesla Model 3,business_personal_trip_log_10_30_2024_13_00am_PDT-10_31_2024_12_00am_PDT.csv
10/30/24,12:18:20 PM,10/30/24,12:30:34 PM,0.06,b,,"18133 33 W, Lynnwood, WA 98037, USA","18109 33 W, Lynnwood, WA 98037, USA",2021 Tesla Model 3,business_personal_trip_log_10_30_2024_13_00am_PDT-10_31_2024_12_00am_PDT.csv
10/30/24,12:44:20 PM,10/30/24,2:08:00 PM,19.02,b,,"18109 33rd Ave W, Lynnwood, WA 98037, USA","3005 Alderwood Mall Pkwy, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_10_30_2024_13_00am_PDT-10_31_2024_12_00am_PDT.csv
10/30/24,2:08:32 PM,10/30/24,2:13:56 PM,1.3,b,,"3000 196th St SW, Lynnwood, WA 98036, USA","19815 48th Ave W, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_10_30_2024_13_00am_PDT-10_31_2024_12_00am_PDT.csv
10/30/24,2:16:56 PM,10/30/24,3:21:57 PM,5.72,b,,"4711 200th St SW, Lynnwood, WA 98036, USA","20019 6 W, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_10_30_2024_13_00am_PDT-10_31_2024_12_00am_PDT.csv
10/30/24,3:44:20 PM,10/30/24,4:59:42 PM,12.39,b,,"708 200th Pl SW, Lynnwood, WA 98036, USA","20019 6 W, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_10_30_2024_13_00am_PDT-10_31_2024_12_00am_PDT.csv
10/30/24,9:00:20 PM,10/30/24,10:15:01 PM,8.66,p,,"20019 6 W, Lynnwood, WA 98036, USA","20019 6 W, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_10_30_2024_13_00am_PDT-10_31_2024_12_00am_PDT.csv
10/31/24,9:41:11 AM,10/31/24,9:48:01 AM,2.85,p,,"608 200th Pl SW, Lynnwood, WA 98036, USA","17906 Ash Way, Lynnwood, WA 98037, USA",2021 Tesla Model 3,business_personal_trip_log_10_31_2024_13_00am_PDT-11_01_2024_12_00am_PDT.csv
10/31/24,9:48:44 AM,10/31/24,9:58:31 AM,5.02,p,,"17955 Alderwood Mall Pkwy, Lynnwood, WA 98037, USA","10601 47th Pl W, Mukilteo, WA 98275, USA",2021 Tesla Model 3,business_personal_trip_log_10_31_2024_13_00am_PDT-11_01_2024_12_00am_PDT.csv
10/31/24,12:37:20 PM,10/31/24,12:47:18 PM,4.84,p,,"10601 47th Pl W, Mukilteo, WA 98275, USA","17955 Alderwood Mall Pkwy, Lynnwood, WA 98037, USA",2021 Tesla Model 3,business_personal_trip_log_10_31_2024_13_00am_PDT-11_01_2024_12_00am_PDT.csv
10/31/24,12:48:08 PM,10/31/24,1:54:06 PM,6.6,p,,"17810 Ash Way, Lynnwood, WA 98037, USA","16708 Bothell Everett Hwy, Mill Creek, WA 98012, USA",2021 Tesla Model 3,business_personal_trip_log_10_31_2024_13_00am_PDT-11_01_2024_12_00am_PDT.csv
10/31/24,2:13:51 PM,10/31/24,3:21:42 PM,26.06,b,,"16708 Bothell Everett Hwy, Mill Creek, WA 98012, USA","618 200th Pl SW, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_10_31_2024_13_00am_PDT-11_01_2024_12_00am_PDT.csv
10/31/24,4:12:53 PM,10/31/24,5:13:21 PM,7.8,p,,"20012 6th Pl W, Lynnwood, WA 98036, USA","13710 59th Ave SE, Everett, WA 98208, USA",2021 Tesla Model 3,business_personal_trip_log_10_31_2024_13_00am_PDT-11_01_2024_12_00am_PDT.csv
10/31/24,9:15:10 PM,10/31/24,9:31:20 PM,7.28,p,,"13832 59th Ave SE, Everett, WA 98208, USA","20019 6 W, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_10_31_2024_13_00am_PDT-11_01_2024_12_00am_PDT.csv
11/1/24,11:09:04 AM,11/1/24,11:56:25 AM,7.96,p,,"20019 6 W, Lynnwood, WA 98036, USA","10600 47th Pl W, Mukilteo, WA 98275, USA",2021 Tesla Model 3,business_personal_trip_log_11_01_2024_13_00am_PDT-11_02_2024_12_00am_PDT.csv
11/1/24,1:05:58 PM,11/1/24,1:50:23 PM,5.12,p,,"10601 47th Pl W, Mukilteo, WA 98275, USA","18133 33rd Ave W, Lynnwood, WA 98037, USA",2021 Tesla Model 3,business_personal_trip_log_11_01_2024_13_00am_PDT-11_02_2024_12_00am_PDT.csv
11/1/24,2:44:22 PM,11/1/24,3:23:43 PM,3.13,p,,"18133 33 W, Lynnwood, WA 98037, USA","20019 6 W, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_11_01_2024_13_00am_PDT-11_02_2024_12_00am_PDT.csv
11/1/24,3:39:48 PM,11/1/24,5:31:48 PM,22.67,b,,"20012 6th Pl W, Lynnwood, WA 98036, USA","20019 6 W, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_11_01_2024_13_00am_PDT-11_02_2024_12_00am_PDT.csv
11/1/24,6:54:26 PM,11/1/24,7:40:27 PM,23.56,p,,"20012 6th Pl W, Lynnwood, WA 98036, USA","9804 79th Dr NE, Marysville, WA 98270, USA",2021 Tesla Model 3,business_personal_trip_log_11_01_2024_13_00am_PDT-11_02_2024_12_00am_PDT.csv
11/2/24,11:22:48 AM,11/2/24,12:04:31 PM,4.73,p,,"9804 79th Dr NE, Marysville, WA 98270, USA","312 State Ave, Marysville, WA 98270, USA",2021 Tesla Model 3,business_personal_trip_log_11_02_2024_13_00am_PDT-11_03_2024_12_00am_PDT.csv
11/2/24,12:36:27 PM,11/2/24,1:10:47 PM,1.16,p,,"1512 4th St, Marysville, WA 98270, USA","1336 State Ave, Marysville, WA 98270, USA",2021 Tesla Model 3,business_personal_trip_log_11_02_2024_13_00am_PDT-11_03_2024_12_00am_PDT.csv
11/2/24,1:12:14 PM,11/2/24,2:17:08 PM,22.07,p,,"1336 State Ave, Marysville, WA 98270, USA","2208 W Casino Rd, Everett, WA 98204, USA",2021 Tesla Model 3,business_personal_trip_log_11_02_2024_13_00am_PDT-11_03_2024_12_00am_PDT.csv
11/2/24,5:21:15 PM,11/2/24,6:13:54 PM,15.42,p,,"2208 W Casino Rd, Everett, WA 98204, USA","9414 State Ave, Marysville, WA 98270, USA",2021 Tesla Model 3,business_personal_trip_log_11_02_2024_13_00am_PDT-11_03_2024_12_00am_PDT.csv
11/2/24,6:41:47 PM,11/2/24,7:19:08 PM,2.69,p,,"9330 State Ave, Marysville, WA 98270, USA","9804 79th Dr NE, Marysville, WA 98270, USA",2021 Tesla Model 3,business_personal_trip_log_11_02_2024_13_00am_PDT-11_03_2024_12_00am_PDT.csv
11/3/24,9:01:48 AM,11/3/24,9:49:15 AM,7.56,p,,"608 200th Pl SW, Lynnwood, WA 98036, USA","4326 148th St SE, Bothell, WA 98012, USA",2021 Tesla Model 3,business_personal_trip_log_11_03_2024_13_00am_PDT-11_04_2024_12_00am_PDT.csv
11/3/24,10:58:58 AM,11/3/24,1:23:23 PM,43.09,p,,"4326 148th St SE, Bothell, WA 98012, USA","6501 Railroad Ave SE, Snoqualmie, WA 98065, USA",2021 Tesla Model 3,business_personal_trip_log_11_03_2024_13_00am_PDT-11_04_2024_12_00am_PDT.csv
11/3/24,2:45:43 PM,11/3/24,5:03:34 PM,74.99,p,,"6501 Railroad Ave SE, Snoqualmie, WA 98065, USA","13710 59th Ave SE, Everett, WA 98208, USA",2021 Tesla Model 3,business_personal_trip_log_11_03_2024_13_00am_PDT-11_04_2024_12_00am_PDT.csv
11/3/24,8:11:56 PM,11/3/24,8:30:06 PM,6.71,p,,"13710 59th Ave SE, Everett, WA 98208, USA","618 200th Pl SW, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_11_03_2024_13_00am_PDT-11_04_2024_12_00am_PDT.csv
11/4/24,9:06:22 AM,11/4/24,9:16:17 AM,2.04,p,,"608 200th Pl SW, Lynnwood, WA 98036, USA","6521 212th St SW, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_11_04_2024_13_00am_PDT-11_05_2024_12_00am_PDT.csv
11/4/24,9:16:47 AM,11/4/24,9:19:17 AM,0.59,p,,"6619 212th St SW, Lynnwood, WA 98036, USA","7530 212th St SW, Edmonds, WA 98026, USA",2021 Tesla Model 3,business_personal_trip_log_11_04_2024_13_00am_PDT-11_05_2024_12_00am_PDT.csv
11/4/24,9:19:54 AM,11/4/24,9:21:41 AM,0.24,p,,"7530 212th St SW, Edmonds, WA 98026, USA","21616 76th Ave W, Edmonds, WA 98026, USA",2021 Tesla Model 3,business_personal_trip_log_11_04_2024_13_00am_PDT-11_05_2024_12_00am_PDT.csv
11/4/24,10:23:10 AM,11/4/24,10:45:04 AM,8.22,p,,"21616 76th Ave W, Edmonds, WA 98026, USA","15824 Mill Creek Blvd, Mill Creek, WA 98012, USA",2021 Tesla Model 3,business_personal_trip_log_11_04_2024_13_00am_PDT-11_05_2024_12_00am_PDT.csv
11/4/24,11:34:58 AM,11/4/24,11:45:45 AM,3.57,p,,"15824 Mill Creek Blvd, Mill Creek, WA 98012, USA","20019 6 W, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_11_04_2024_13_00am_PDT-11_05_2024_12_00am_PDT.csv
11/4/24,12:54:35 PM,11/4/24,1:54:30 PM,4.26,p,,"20012 6 W, Lynnwood, WA 98036, USA","18133 33rd Ave W, Lynnwood, WA 98037, USA",2021 Tesla Model 3,business_personal_trip_log_11_04_2024_13_00am_PDT-11_05_2024_12_00am_PDT.csv
11/4/24,2:05:36 PM,11/4/24,4:40:24 PM,35.04,b,,"18133 33rd Ave W, Lynnwood, WA 98037, USA","20012 6 W, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_11_04_2024_13_00am_PDT-11_05_2024_12_00am_PDT.csv
11/5/24,1:05:40 PM,11/5/24,1:29:35 PM,5.79,p,,"20025 6 W, Lynnwood, WA 98036, USA","21900 Highway 99, Edmonds, WA 98026, USA",2021 Tesla Model 3,business_personal_trip_log_11_05_2024_13_00am_PDT-11_06_2024_12_00am_PDT.csv
11/5/24,1:42:21 PM,11/5/24,3:40:56 PM,6.44,p,,"21940 Highway 99, Edmonds, WA 98026, USA",Unknown,2021 Tesla Model 3,business_personal_trip_log_11_05_2024_13_00am_PDT-11_06_2024_12_00am_PDT.csv
11/5/24,3:56:09 PM,11/5/24,4:49:44 PM,6.32,p,,"4210 198th St SW, Lynnwood, WA 98036, USA","14823 10th Ave SE, Mill Creek, WA 98012, USA",2021 Tesla Model 3,business_personal_trip_log_11_05_2024_13_00am_PDT-11_06_2024_12_00am_PDT.csv
11/5/24,5:02:57 PM,11/5/24,6:46:44 PM,26.79,p,,"14823 10th Ave SE, Mill Creek, WA 98012, USA","10622 60th St NE, Lake Stevens, WA 98258, USA",2021 Tesla Model 3,business_personal_trip_log_11_05_2024_13_00am_PDT-11_06_2024_12_00am_PDT.csv
11/6/24,12:01:13 AM,11/6/24,12:52:17 AM,16.25,p,,"1232 71st Ave SE, Lake Stevens, WA 98258, USA","20019 6 W, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_11_06_2024_13_00am_PDT-11_07_2024_12_00am_PDT.csv
11/6/24,10:46:10 AM,11/6/24,11:33:43 AM,8.11,p,,"20019 6 W, Lynnwood, WA 98036, USA","10601 47th Pl W, Mukilteo, WA 98275, USA",2021 Tesla Model 3,business_personal_trip_log_11_06_2024_13_00am_PDT-11_07_2024_12_00am_PDT.csv
11/6/24,12:35:01 PM,11/6/24,1:18:36 PM,11.49,b,,"10601 47th Pl W, Mukilteo, WA 98275, USA","20019 6 W, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_11_06_2024_13_00am_PDT-11_07_2024_12_00am_PDT.csv
11/6/24,2:38:21 PM,11/6/24,2:45:13 PM,2.52,b,,"20013 6th Pl W, Lynnwood, WA 98036, USA","2617 196th St SW, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_11_06_2024_13_00am_PDT-11_07_2024_12_00am_PDT.csv
11/6/24,3:15:09 PM,11/6/24,5:24:13 PM,23.89,b,,"2617 196th St SW, Lynnwood, WA 98036, USA","19220 Alderwood Mall Pkwy, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_11_06_2024_13_00am_PDT-11_07_2024_12_00am_PDT.csv
11/6/24,5:28:21 PM,11/6/24,5:47:04 PM,1.54,b,,"19220 Alderwood Mall Pkwy, Lynnwood, WA 98036, USA","20007 44th Ave W, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_11_06_2024_13_00am_PDT-11_07_2024_12_00am_PDT.csv
11/6/24,5:48:33 PM,11/6/24,7:11:14 PM,12.6,b,,"4727 200th St SW, Lynnwood, WA 98036, USA","20019 6 W, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_11_06_2024_13_00am_PDT-11_07_2024_12_00am_PDT.csv
11/7/24,9:22:25 AM,11/7/24,10:09:05 AM,7.93,p,,"608 200th Pl SW, Lynnwood, WA 98036, USA","10601 47th Pl W, Mukilteo, WA 98275, USA",2021 Tesla Model 3,business_personal_trip_log_11_07_2024_13_00am_PDT-11_08_2024_12_00am_PDT.csv
11/7/24,12:42:44 PM,11/7/24,12:58:59 PM,7.82,p,,"10601 47th Pl W, Mukilteo, WA 98275, USA","618 200th Pl SW, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_11_07_2024_13_00am_PDT-11_08_2024_12_00am_PDT.csv
11/7/24,1:52:27 PM,11/7/24,2:37:51 PM,14.6,b,,"20019 6 W, Lynnwood, WA 98036, USA","19404 Woodinville Snohomish Rd, Woodinville, WA 98072, USA",2021 Tesla Model 3,business_personal_trip_log_11_07_2024_13_00am_PDT-11_08_2024_12_00am_PDT.csv
11/7/24,2:39:41 PM,11/7/24,3:32:11 PM,28.87,b,,"19265 Woodinville Snohomish Rd, Woodinville, WA 98072, USA","17801 International Blvd, Seatac, WA 98158, USA",2021 Tesla Model 3,business_personal_trip_log_11_07_2024_13_00am_PDT-11_08_2024_12_00am_PDT.csv
11/7/24,3:34:30 PM,11/7/24,6:06:31 PM,33.78,b,,"17801 International Blvd, Seatac, WA 98158, USA","21420 Highway 99, Edmonds, WA 98026, USA",2021 Tesla Model 3,business_personal_trip_log_11_07_2024_13_00am_PDT-11_08_2024_12_00am_PDT.csv
11/7/24,6:10:54 PM,11/7/24,6:42:46 PM,0.27,b,,"21420 Highway 99, Edmonds, WA 98026, USA","21527 73rd Pl W, Edmonds, WA 98026, USA",2021 Tesla Model 3,business_personal_trip_log_11_07_2024_13_00am_PDT-11_08_2024_12_00am_PDT.csv
11/7/24,8:12:59 PM,11/7/24,8:54:23 PM,4.88,b,,"21600 Highway 99, Edmonds, WA 98026, USA","20019 6 W, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_11_07_2024_13_00am_PDT-11_08_2024_12_00am_PDT.csv
11/8/24,10:01:04 AM,11/8/24,10:44:39 AM,5.25,p,,"20019 6 W, Lynnwood, WA 98036, USA","20216 68th Ave W, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_11_08_2024_13_00am_PDT-11_09_2024_12_00am_PDT.csv
11/8/24,1:09:31 PM,11/8/24,1:22:08 PM,3.21,p,,"20216 68th Ave W, Lynnwood, WA 98036, USA","18800 Alderwood Mall Pkwy, Lynnwood, WA 98037, USA",2021 Tesla Model 3,business_personal_trip_log_11_08_2024_13_00am_PDT-11_09_2024_12_00am_PDT.csv
11/8/24,3:02:02 PM,11/8/24,3:11:01 PM,3.25,p,,"18800 Alderwood Mall Pkwy, Lynnwood, WA 98037, USA","20019 6 W, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_11_08_2024_13_00am_PDT-11_09_2024_12_00am_PDT.csv
11/8/24,4:33:35 PM,11/8/24,4:55:21 PM,7.35,p,,"20012 6th Pl W, Lynnwood, WA 98036, USA","13710 59th Ave SE, Everett, WA 98208, USA",2021 Tesla Model 3,business_personal_trip_log_11_08_2024_13_00am_PDT-11_09_2024_12_00am_PDT.csv
11/8/24,8:54:19 PM,11/8/24,9:11:47 PM,7.48,p,,"13716 59th Ave SE, Everett, WA 98208, USA","612 200th Pl SW, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_11_08_2024_13_00am_PDT-11_09_2024_12_00am_PDT.csv
11/9/24,10:16:03 AM,11/9/24,12:49:38 PM,23.72,b,,"20019 6 W, Lynnwood, WA 98036, USA","258 Central Way, Kirkland, WA 98033, USA",2021 Tesla Model 3,business_personal_trip_log_11_09_2024_13_00am_PDT-11_10_2024_12_00am_PDT.csv
11/9/24,12:55:07 PM,11/9/24,12:56:30 PM,0.18,b,,"209 3rd St, Kirkland, WA 98033, USA","400 Urban Plz, Kirkland, WA 98033, USA",2021 Tesla Model 3,business_personal_trip_log_11_09_2024_13_00am_PDT-11_10_2024_12_00am_PDT.csv
11/9/24,12:58:01 PM,11/9/24,1:44:13 PM,10.51,b,,"460 Central Way, Kirkland, WA 98033, USA","3112 228th St SE, Bothell, WA 98021, USA",2021 Tesla Model 3,business_personal_trip_log_11_09_2024_13_00am_PDT-11_10_2024_12_00am_PDT.csv
11/9/24,1:45:08 PM,11/9/24,2:59:20 PM,7.05,b,,"2802 228th St SE, Bothell, WA 98021, USA","18801 Alderwood Mall Pkwy, Lynnwood, WA 98037, USA",2021 Tesla Model 3,business_personal_trip_log_11_09_2024_13_00am_PDT-11_10_2024_12_00am_PDT.csv
11/9/24,3:01:32 PM,11/9/24,3:43:39 PM,3.57,b,,"18801 Alderwood Mall Pkwy, Lynnwood, WA 98037, USA","20019 6 W, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_11_09_2024_13_00am_PDT-11_10_2024_12_00am_PDT.csv
11/10/24,9:09:48 AM,11/10/24,9:45:54 AM,5.87,p,,"20019 6 W, Lynnwood, WA 98036, USA","4326 148th St SE, Bothell, WA 98012, USA",2021 Tesla Model 3,business_personal_trip_log_11_10_2024_13_00am_PDT-11_11_2024_12_00am_PDT.csv
11/10/24,10:56:02 AM,11/10/24,11:10:59 AM,5.95,p,,"14730 45th Ave SE, Bothell, WA 98012, USA","20019 6 W, Lynnwood, WA 98036, USA",2021 Tesla Model 3,business_personal_trip_log_11_10_2024_13_00am_PDT-11_11_2024_12_00am_PDT.csv
11/10/24,12:19:08 PM,11/10/24,12:35:13 PM,8.89,p,,"612 200th Pl SW, Lynnwood, WA 98036, USA","1820 100th Pl SE suite b, Everett, WA 98208, USA",2021 Tesla Model 3,business_personal_trip_log_11_10_2024_13_00am_PDT-11_11_2024_12_00am_PDT.csv
